species,genus,family,stomatal density,Stomatal length/size,plant functional group/1-tree/2-shrub/3-herb
Deutzia_grandiflora,Deutzia,Hydrangeaceae,126.7857143,18.0498,2
Sanguisorba_officinalis,Sanguisorba,Rosaceae,171.1309524,14.56043333,3
Ribes_pulchellum,Ribes,Grossulariaceae,104.1666667,28.0395,2
Heracleum_moellendorffii,Heracleum,Apiaceae,331.8452381,18.87136667,3
Campylotropis_macrocarpa,Campylotropis,Fabaceae,71.42857143,13.47493103,2
Juglans_mandshurica,Juglans,Juglandaceae,159.2261905,25.63926667,1
Betula_dahurica,Betula,Betulaceae,80.35714286,34.37306667,1
Lespedeza_bicolor,Lespedeza,Fabaceae,130.952381,15.94946667,2
Fraxinus_chinensis,Fraxinus,Oleaceae,156.25,26.05996667,1
Artemisia_annua,Artemisia,Asteraceae,116.0714286,25.845,3
Polygonatum_sibiricum,Polygonatum,Liliaceae,66.96428571,26.27596154,3
NA,NA,NA,32.73809524,49.83691304,3
Viola_acuminata,Viola,Violaceae,55.05952381,20.77359259,3
Phedimus_aizoon,Phedimus,Crassulaceae,74.4047619,29.7378,3
Isodon_japonicus,Isodon,Lamiaceae,247.0238095,12.72563333,3
Veratrum_nigrum,Veratrum,Liliaceae,55.05952381,45.12326667,3
Ligusticum_jeholense,Ligusticum,Apiaceae,90.77380952,30.51133333,3
Prenanthes_macrophylla,Prenanthes,Asteraceae,375,29.37546667,3
Abelia_biflora,Abelia,Caprifoliaceae,203.8690476,26.70923333,2
Asparagus_schoberioides,Asparagus,Liliaceae,47.61904762,23.13991667,3
Agrimonia_pilosa,Agrimonia,Rosaceae,153.2738095,21.8175,3
Circaea_canadensis,Circaea,Onagraceae,89.28571429,23.22904,3
Adenophora_tetraphylla,Adenophora,Campanulaceae,141.3690476,22.41836667,3
Astilbe_chinensis,Astilbe,Saxifragaceae,154.7619048,18.39443333,3
Corylus_mandshurica,Corylus,Betulaceae,89.28571429,27.1573,2
Tilia_mongolica,Tilia,Malvaceae,147.3214286,24.5522,1
Saussurea_mongolica,Saussurea,Asteraceae,90.77380952,20.8549,3
Artemisia_mongolica,Artemisia,Asteraceae,129.4642857,22.7678,3
Clematis_hexapetala,Clematis,Ranunculaceae,99.70238095,35.78906667,3
Prenanthes_tatarinowii,Prenanthes,Asteraceae,77.38095238,26.75253333,3
Rubia_cordifolia,Rubia,Rubiaceae,78.86904762,26.37356667,3
Populus_cathayana,Populus,Salicaceae,111.6071429,30.62413333,1
Leptopus_chinensis,Leptopus,Euphorbiaceae,95.98214286,12.31023529,2
Spiraea_trilobata,Spiraea,Rosaceae,92.26190476,17.08573333,2
Malus_baccata,Malus,Rosaceae,270.8333333,18.8472,1
Lathyrus_quinquenervius,Lathyrus,Fabaceae,68.45238095,28.69086667,3
Vitis_amurensis,Vitis,Vitaceae,89.28571429,22.9883,3
Rubus_crataegifolius,Rubus,Rosaceae,385.4166667,14.98913333,2
Duchesnea_indica,Duchesnea,Rosaceae,218.75,15.06533333,3
Rhamnus_davurica,Rhamnus,Rhamnaceae,105.8673469,18.93902857,2
Impatiens_noli-tangere,Impatiens,Balsaminaceae,17.85714286,16.1672,3
Thalictrum_squarrosum,Thalictrum,Ranunculaceae,154.7619048,21.0959,3
Erysimum_cheiranthoides,Erysimum,Brassicaceae,233.6309524,16.38783333,3
Spiraea_pubescens,Spiraea,Rosaceae,101.1904762,14.62436667,2
NA,NA,NA,184.5238095,22.49326667,3
Euonymus_alatus,Euonymus,Celastraceae,122.0238095,31.02136667,2
Acer_pictum,Acer,Sapindaceae,226.1904762,18.6304,1
Galium_linearifolium,Galium,Rubiaceae,59.52380952,48.90568966,3
Chrysanthemum_chanetii,Chrysanthemum,Asteraceae,40.17857143,36.8328,3
Deutzia_parviflora,Deutzia,Hydrangeaceae,135.4166667,31.80886667,2
Amygdalus_davidiana,Amygdalus,Rosaceae,203.8690476,29.85366667,1
Deyeuxia_pyramidalis,Deyeuxia,Poaceae,17.85714286,27.4295,3
Saussurea_nivea,Saussurea,Asteraceae,160.7142857,23.17083333,3
Rhododendron_mucronulatum,Rhododendron,Ericaceae,194.9404762,23.83513333,2
Pinus_tabulaeformis,Pinus,Pinaceae,69.94047619,19.75292593,1
Ulmus_pumila,Ulmus,Ulmaceae,122.0238095,28.80983333,1
Polygonatum_odoratum,Polygonatum,Liliaceae,64.73214286,22.36546667,3
Iris_tectorum,Iris,Iridaceae,65.47619048,24.45256667,3
Adenophora_divaricata,Adenophora,Campanulaceae,197.9166667,20.77713333,3
Clematis_macropetala,Clematis,Ranunculaceae,69.94047619,35.9651,3
Rhododendron_micranthum,Rhododendron,Ericaceae,89.28571429,23.44989286,2
Aster_tataricus,Aster,Asteraceae,69.94047619,27.22716667,3
Betula_platyphylla,Betula,Betulaceae,211.3095238,23.21396667,1
Galium_boreale,Galium,Rubiaceae,114.5833333,32.68792308,3
Valeriana_fauriei,Valeriana,Caprifoliaceae,127.9761905,29.29089655,3
Rubus_arcticus,Rubus,Rosaceae,223.2142857,20.2699,2
Vicia_ramuliflora,Vicia,Fabaceae,169.6428571,21.81663333,3
Cornus_coreana,Cornus,Cornaceae,205.3571429,18.82446667,1
Plantago_asiatica,Plantago,Plantaginaceae,147.3214286,22.64053333,3
Padus_avium,Padus,Rosaceae,596.7261905,25.47236667,1
Rosa_davurica,Rosa,Rosaceae,90.77380952,27.23410345,2
Salix_raddeana,Salix,Salicaceae,219.6428571,17.33570588,1
Bupleurum_longiradiatum,Bupleurum,Apiaceae,238.0952381,15.51603333,3
Vicia_pseudorobus,Vicia,Fabaceae,105.6547619,30.03324138,3
Ribes_mandshuricum,Ribes,Grossulariaceae,157.1428571,19.87572,2
Alnus_mandshurica,Alnus,Betulaceae,174.1071429,25.4032,1
Fragaria_orientalis,Fragaria,Rosaceae,178.5714286,11.9471,3
Vaccinium_uliginosum,Vaccinium,Ericaceae,209.8214286,20.734625,2
Saposhnikovia_divaricata,Saposhnikovia,Apiaceae,252.9761905,23.43373333,3
Salix_rorida,Salix,Salicaceae,214.2857143,14.2812,1
Selaginella_tamariscina,Selaginella,Scrophulariaceae,264.8809524,31.1732,3
Betula_dahurica,Betula,Betulaceae,156.25,24.20996774,1
Pyrola_incarnata,Pyrola,Ericaceae,343.75,22.06773333,3
Artemisia_rubripes,Artemisia,Asteraceae,379.4642857,24.25732258,3
Sorbus_pohuashanensis,Sorbus,Rosaceae,223.2142857,22.2641875,1
Polemonium_caeruleum,Polemonium,Polemoniaceae,234.6938776,21.29181818,3
Eragrostis_pilosa,Eragrostis,Poaceae,66.96428571,37.01342105,3
Sambucus_williamsii,Sambucus,Caprifoliaceae,92.85714286,35.26328,2
Potentilla_fruticosa,Potentilla,Rosaceae,226.1904762,21.8083,2
Hypericum_monogynum,Hypericum,Clusiaceae,208.3333333,13.93314286,2
Rubus_sachalinensis,Rubus,Rosaceae,641.3690476,15.73733333,2
Stellera_chamaejasme,Stellera,Thymelaeaceae,55.05952381,22.65983333,3
Epilobium_angustifolium,Epilobium,Onagraceae,352.6785714,11.0633,3
Spiraea_salicifolia,Spiraea,Rosaceae,325.8928571,13.03213333,2
Vicia_venosa,Vicia,Fabaceae,144.3452381,18.35106667,3
Pedicularis_resupinata,Pedicularis,Scrophulariaceae,151.7857143,27.78946667,3
Silene_conoidea,Silene,Caryophyllaceae,107.1428571,24.07143333,3
Alnus_hirsuta,Alnus,Betulaceae,132.4404762,20.16395,1
Spiraea_trichocarpa,Spiraea,Rosaceae,318.452381,13.6246,2
Quercus_mongolica,Quercus,Fagaceae,424.1071429,26.48652778,1
Asyneuma_japonicum,Asyneuma,Campanulaceae,184.5238095,19.1543,3
Spiraea_media,Spiraea,Rosaceae,388.3928571,11.6387,2
Trientalis_europaea,Trientalis,Primulaceae,69.94047619,31.58453333,3
Bromus_japonicus,Bromus,Poaceae,66.96428571,37.16685714,3
NA,NA,NA,275.297619,27.7695,3
Parasenecio_hastatus,Parasenecio,Asteraceae,80.35714286,43.14831034,3
Lathyrus_quinquenervius,Lathyrus,Fabaceae,125,30.37966667,3
Populus_davidiana,Populus,Salicaceae,324.4047619,20.396,1
Ribes_procumbens,Ribes,Grossulariaceae,206.8452381,21.92406667,2
Equisetum_fluviatile,Equisetum,Equisetaceae,56.54761905,46.1401875,3
Geum_aleppicum,Geum,Rosaceae,221.7261905,26.11446667,2
Carex_appendiculata,Carex,Cyperaceae,77.38095238,31.98966667,3
Phedimus_aizoon,Phedimus,Crassulaceae,35.71428571,42.5866,3
Filipendula_palmata,Filipendula,Rosaceae,135.4166667,25.20323333,3
Maianthemum_bifolium,Maianthemum,Liliaceae,78.86904762,34.89446667,3
Adenophora_capillaris,Adenophora,Campanulaceae,129.4642857,33.98803333,3
Potentilla_multifida,Potentilla,Rosaceae,200.8928571,22.0001,3
Urtica_angustifolia,Urtica,Urticaceae,479.1666667,15.6245,3
Populus_koreana,Populus,Salicaceae,406.25,27.4988,1
Ribes_paucifolum,Ribes,Grossulariaceae,180.0595238,24.99946667,2
Rhododendron_dauricum,Rhododendron,Ericaceae,145.8333333,25.27006667,2
Galium_davuricum,Galium,Rubiaceae,84.82142857,36.56156,3
Geranium_maximowiczii,Geranium,Geraniaceae,187.5,26.67373333,3
Aconitum_ambiguum,Aconitum,Ranunculaceae,98.21428571,33.4902,3
Saussurea_parviflora,Saussurea,Asteraceae,98.21428571,25.10186667,3
Crataegus_cuneata,Crataegus,Rosaceae,227.6785714,30.6984,2
Ledum_palustre,Ledum,Ericaceae,294.6428571,20.9229,2
Spiraea_dahurica,Spiraea,Rosaceae,308.0357143,16.22688889,2
Pinus_sylvestris,Pinus,Pinaceae,89.28571429,43.2237,1
Salix_rosmarinifolia,Salix,Salicaceae,375,16.96958621,2
Sorbaria_sorbifolia,Sorbaria,Rosaceae,172.6190476,28.40146667,2
Chosenia_arbutifolia,Chosenia,Salicaceae,95.23809524,29.09006667,1
Alangium_chinense,Alangium,Cornaceae,203.8690476,24.74303333,1
Smilax_china,Smilax,Smilacaceae,61.01190476,21.5083,3
Ficus_vasculosa,Ficus,Moraceae,118.3035714,22.58755,1
Suregada_glomerulata,Suregada,Euphorbiaceae,336.3095238,20.14883333,1
Gironniera_subaequalis,Gironniera,Ulmaceae,194.9404762,19.21303333,1
Blastus_cochinchinensis,Blastus,Melastomataceae,200.8928571,14.72603333,2
Ficus_microcarpa,Ficus,Moraceae,345.2380952,13.9163,1
Zanthoxylum_ailanthoides,Zanthoxylum,Rutaceae,148.8095238,23.85664,3
Mallotus_philippensis,Mallotus,Euphorbiaceae,131.6964286,16.49126667,2
Litsea_baviensis,Litsea,Lauraceae,141.3690476,17.5845,1
Dillenia_turbinata,Dillenia,Dilleniaceae,343.75,16.45896154,1
Polyspora_axillaris,Polyspora,Theaceae,266.3690476,48.16156667,1
Gironniera_subaequalis,Gironniera,Ulmaceae,74.4047619,18.89142857,1
Itea_macrophylla,Itea,Grossulariaceae,35.71428571,14.254,1
Garcinia_multiflora,Garcinia,Clusiaceae,250,16.79765517,3
Antidesma_maclurei,Antidesma,Euphorbiaceae,194.9404762,15.20838462,3
Polyosma_cambodiana,Polyosma,Grossulariaceae,141.3690476,18.85123333,1
Ormosia_fordiana,Ormosia,Fabaceae,111.6071429,20.63675,1
Canarium_album,Canarium,Burseraceae,590.7738095,17.16346667,1
Livistona_saribus,Livistona,Arecaceae,263.3928571,16.7792,1
Elaeocarpus_decipiens,Elaeocarpus,Elaeocarpaceae,193.452381,21.11683333,1
Crassocephalum_crepidioides,Crassocephalum,Asteraceae,81.8452381,39.17395,3
Acronychia_oligophlebia,Acronychia,Rutaceae,172.6190476,16.54926087,1
Ancistrocladus_tectorius,Ancistrocladus,Ancistrocladaceae,166.6666667,28.25503333,2
Memecylon_ligustrifolium,Memecylon,Melastomataceae,293.1547619,21.02853333,2
Clausena_lenis,Clausena,Rutaceae,351.1904762,19.379,2
Lasianthus_curtisii,Lasianthus,Rubiaceae,165.1785714,22.69826667,1
Lindera_kwangtungensis,Lindera,Lauraceae,202.3809524,22.40751613,1
Ilex_goshiensis,Ilex,Aquifoliaceae,299.1071429,25.1033,1
Croton_laui,Croton,Euphorbiaceae,550.5952381,13.20176667,2
Ormosia_pinnata,Ormosia,Fabaceae,93.75,22.12673333,2
Dalbergia_hainanensis,Dalbergia,Fabaceae,269.3452381,17.22116667,1
Helicia_hainanensis,Helicia,Proteaceae,376.4880952,22.20726667,1
Pertusadina_hainanensis,Pertusadina,Rubiaceae,156.25,18.88076667,1
Adinandra_hainanensis,Adinandra,Theaceae,163.6904762,35.69126667,1
Senna_tora,Senna,Fabaceae,199.4047619,25.06037037,3
Mallotus_yunnanensis,Mallotus,Euphorbiaceae,227.6785714,11.11188889,1
Gardenia_hainanensis,Gardenia,Rubiaceae,422.6190476,10.52106667,1
Schima_superba,Schima,Theaceae,346.7261905,22.98819355,1
Breynia_fruticosa,Breynia,Euphorbiaceae,80.35714286,15.40018182,2
Lithocarpus_fenzelianus,Lithocarpus,Fagaceae,160.7142857,40.7968,1
Dysoxylum_gotadhora,Dysoxylum,Meliaceae,180.0595238,26.53916667,1
Sargentodoxa_cuneata,Sargentodoxa,Lardizabalaceae,57.14285714,17.43890476,2
Pithecellobium_lucidum,Pithecellobium,Fabaceae,218.75,19.32353333,1
Sloanea_sinensis,Sloanea,Elaeocarpaceae,345.2380952,21.1567,1
Lannea_coromandelica,Lannea,Anacardiaceae,382.4404762,22.03343333,1
Cratoxylum_cochinchinense,Cratoxylum,Clusiaceae,299.1071429,22.9221,1
Engelhardia_roxburghiana,Engelhardia,Juglandaceae,343.75,24.7257,1
Endospermum_chinense,Endospermum,Euphorbiaceae,279.7619048,28.49773333,1
Xanthophyllum_hainanense,Xanthophyllum,Polygalaceae,275.297619,21.4645,1
Symplocos_chinensis,Symplocos,Symplocaceae,229.1666667,27.6214,2
Terminalia_nigrovenulosa,Terminalia,Combretaceae,160.7142857,20.09075862,2
NA,NA,NA,71.42857143,42.27175,2
Paederia_foetida,Paederia,Rubiaceae,17.85714286,18.29375,3
Thysanolaena_latifolia,Thysanolaena,Poaceae,62.5,23.17023077,3
Sterculia_lanceolata,Sterculia,Malvaceae,184.5238095,17.4823,1
Streblus_indicus,Streblus,Moraceae,287.202381,26.35983333,3
Desmos_chinensis,Desmos,Annonaceae,151.7857143,25.595,2
Phoebe_tavoyana,Phoebe,Lauraceae,501.4880952,21.23066667,3
Acronychia_pedunculata,Acronychia,Rutaceae,422.6190476,16.63710345,1
NA,NA,NA,90.77380952,19.76775,3
Machilus_cicatricosa,Machilus,Lauraceae,171.1309524,24.60876667,1
Ardisia_crenata,Ardisia,Primulaceae,89.28571429,20.36413793,2
Osmanthus_didymopetalus,Osmanthus,Oleaceae,522.3214286,16.15016667,1
NA,NA,NA,428.5714286,19.9429,3
Ormosia_semicastrata,Ormosia,Fabaceae,165.1785714,17.5582,1
Pithecellobium_lucidum,Pithecellobium,Fabaceae,61.01190476,23.10254545,1
Viburnum_punctatum,Viburnum,Caprifoliaceae,101.1904762,36.06576667,2
Garcinia_oblongifolia,Garcinia,Clusiaceae,223.2142857,18.07076667,1
Lasianthus_verrucosus,Lasianthus,Rubiaceae,69.94047619,26.73079167,2
Dracaena_draco,Dracaena,Asparagaceae,65.47619048,21.56252941,3
Gnetum_montanum,Gnetum,Gnetaceae,197.9166667,29.11443333,3
Dicranopteris_pedata,Dicranopteris,Gleicheniaceae,254.4642857,22.814125,3
Phoebe_hungmaoensis,Phoebe,Lauraceae,306.547619,22.79133333,1
Lithocarpus_pseudovestitus,Lithocarpus,Fagaceae,17.85714286,27.447,1
Machilus_chrysotricha,Machilus,Lauraceae,372.0238095,16.0978,3
Michelia_balansae,Michelia,Magnoliaceae,175.5952381,21.394,1
Eurya_velutina,Eurya,Theaceae,464.2857143,16.96927586,1
Diospyros_strigosa,Diospyros,Ebenaceae,281.25,22.7083,1
Eurya_chinensis,Eurya,Theaceae,346.7261905,19.51546667,2
Castanopsis_chinensis,Castanopsis,Fagaceae,74.4047619,21.66377778,1
Manihot_esculenta,Manihot,Euphorbiaceae,260.4166667,24.76055556,2
Alniphyllum_fortunei,Alniphyllum,Styracaceae,279.7619048,20.62356667,1
NA,NA,NA,296.875,21.59655,3
Harrisonia_perforata,Harrisonia,Simaroubaceae,312.5,16.65163333,2
Cyclobalanopsis_patelliformis,Cyclobalanopsis,Fagaceae,223.2142857,23.73606667,3
Salix_myrtillacea,Salix,Salicaceae,303.5714286,22.01826667,2
Ficus_variegata,Ficus,Moraceae,632.4404762,11.2042,1
Beilschmiedia_intermedia,Beilschmiedia,Lauraceae,208.3333333,19.75271429,1
Lasianthus_trichophlebus,Lasianthus,Rubiaceae,120.5357143,30.66104,2
Melicope_pteleifolia,Melicope,Rutaceae,224.702381,13.8978,1
Litsea_cubeba,Litsea,Lauraceae,56.54761905,17.96553846,1
Dianella_ensifolia,Dianella,Liliaceae,330.3571429,12.76133333,3
Alpinia_japonica,Alpinia,Zingiberaceae,188.9880952,18.94492593,3
Garcinia_multiflora,Garcinia,Clusiaceae,260.4166667,16.68513333,1
Evodia_glabrifolia,Evodia,Rutaceae,218.75,26.78783333,1
Catunaregam_spinosa,Catunaregam,Rubiaceae,230.6547619,22.13363333,2
Triadica_cochinchinensis,Triadica,Euphorbiaceae,354.1666667,20.07813333,1
Kalmia_latifolia,Kalmia,Ericaceae,153.2738095,22.22046667,1
Pinus_elliottii,Pinus,Pinaceae,102.6785714,43.2906,1
Wendlandia_uvariifolia,Wendlandia,Rubiaceae,300.5952381,20.03356667,1
Ficus_fistulosa,Ficus,Moraceae,523.8095238,11.87123333,1
Sarcosperma_laurinum,Sarcosperma,Sapotaceae,186.0119048,28.33606667,1
Licuala_fordiana,Licuala,Arecaceae,272.3214286,14.6668,2
Alsophila_spinulosa,Alsophila,Cyatheaceae,113.0952381,30.27363333,3
Rhodomyrtus_tomentosa,Rhodomyrtus,Myrtaceae,531.25,19.3972,2
Bridelia_tomentosa,Bridelia,Euphorbiaceae,292.4107143,11.87046429,2
Pentaphylax_euryoides,Pentaphylax,Pentaphylacaceae,587.797619,26.43946667,1
Ficus_hirta,Ficus,Moraceae,291.6666667,13.10966667,1
Tetracera_sarmentosa,Tetracera,Dilleniaceae,141.3690476,27.64083333,3
Eurya_nitida,Eurya,Theaceae,291.6666667,20.44156667,1
Amesiodendron_chinense,Amesiodendron,Sapindaceae,589.2857143,10.35996774,1
Meliosma_angustifolia,Meliosma,Sabiaceae,80.35714286,41.7186087,1
Neolitsea_ellipsoidea,Neolitsea,Lauraceae,116.0714286,14.70527586,1
Syzygium_acuminatissimum,Syzygium,Myrtaceae,334.8214286,19.46167742,1
Canthium_parvifolium,Canthium,Rubiaceae,465.7738095,19.9441,1
Lithocarpus_corneus,Lithocarpus,Fagaceae,491.0714286,23.98096667,1
Clausena_dunniana,Clausena,Rutaceae,258.9285714,19.29763333,2
Pandanus_tectorius,Pandanus,Pandanaceae,135.4166667,36.4932,3
Melastoma_malabathricum,Melastoma,Melastomataceae,561.0119048,11.4812,2
NA,NA,NA,470.2380952,26.34993333,3
Toxicodendron_succedaneum,Toxicodendron,Anacardiaceae,177.0833333,23.4334,1
Colocasia_esculentum,Colocasia,Araceae,98.21428571,23.705875,3
Lindera_glauca,Lindera,Lauraceae,25,29.27822222,1
Akebia_quinata,Akebia,Lardizabalaceae,248.5119048,20.039,3
Aporosa_dioica,Aporosa,Euphorbiaceae,404.7619048,32.80133333,1
Phyllanthus_emblica,Phyllanthus,Euphorbiaceae,211.3095238,20.1467,3
Acacia_pennata,Acacia,Fabaceae,32.14285714,17.36685714,3
Elaeocarpus_petiolatus,Elaeocarpus,Elaeocarpaceae,83.33333333,19.71457143,1
Acronychia_pedunculata,Acronychia,Rutaceae,318.452381,16.73566667,1
Lygodium_longifolium,Lygodium,Lygodiaceae,101.1904762,37.73660714,3
Calamus_simplicifolius,Calamus,Arecaceae,236.6071429,21.344,3
Cyclobalanopsis_neglecta,Cyclobalanopsis,Fagaceae,367.5595238,18.73346667,1
Ilex_championii,Ilex,Aquifoliaceae,150.297619,18.05458065,2
Alangium_chinense,Alangium,Cornaceae,206.8452381,25.7276,1
Osmanthus_fragrans,Osmanthus,Oleaceae,583.3333333,25.77583333,1
Smilax_china,Smilax,Smilacaceae,162.202381,18.87616667,3
Eleutherococcus_trifoliatus,Eleutherococcus,Araliaceae,122.0238095,19.3579,2
Alpinia_pumila,Alpinia,Zingiberaceae,40.17857143,32.5746087,3
Phyllostachys_bambusoides,Phyllostachys,Poaceae,75.89285714,37.63227778,3
Pachysandra_axillaris,Pachysandra,Buxaceae,65.47619048,35.00003571,2
Boehmeria_macrophylla,Boehmeria,Urticaceae,133.9285714,11.96134483,2
Sarcandra_glabra,Sarcandra,Chloranthaceae,28.27380952,41.12447059,2
Hedera_nepalensis,Hedera,Araliaceae,157.7380952,30.83923333,3
Syzygium_buxifolium,Syzygium,Myrtaceae,250,19.61616667,2
Carex_dimorpholepis,Carex,Cyperaceae,69.94047619,46.46456667,3
Osmunda_banksiifolia,Osmunda,Osmundaceae,29.76190476,49.22972222,3
Ilex_chinensis,Ilex,Aquifoliaceae,211.3095238,36.14133333,1
Asarum_forbesii,Asarum,Aristolochiaceae,61.01190476,45.051,3
Maesa_japonica,Maesa,Primulaceae,205.3571429,24.71041935,2
Pollia_japonica,Pollia,Commelinaceae,44.64285714,46.09216667,3
Ledum_palustre,Ledum,Ericaceae,316.9642857,14.7422,2
Elaeocarpus_decipiens,Elaeocarpus,Elaeocarpaceae,282.7380952,15.48510345,1
Eucommia_ulmoides,Eucommia,Eucommiaceae,238.0952381,35.7317,1
Antenoron_filiforme,Antenoron,Polygonaceae,89.28571429,22.08840741,3
Neolepisorus_ovatus,Neolepisorus,Polypodiaceae,31.25,46.73435,3
Lithocarpus_litseifolius,Lithocarpus,Fagaceae,53.57142857,27.2245,1
Schefflera_heptaphylla,Schefflera,Araliaceae,166.6666667,19.05926667,2
Desmodium_multiflorum,Desmodium,Fabaceae,207.5892857,18.26225,2
Eurya_distichophylla,Eurya,Theaceae,242.5595238,19.61483333,2
Cocculus_orbiculatus,Cocculus,Menispermaceae,117.5595238,15.05896667,3
Liquidambar_formosana,Liquidambar,Hamamelidaceae,418.1547619,17.2964,1
Pterocarya_stenoptera,Pterocarya,Juglandaceae,418.1547619,16.61876667,1
Coniogramme_japonica,Coniogramme,Polypodiales,50.5952381,52.53515385,3
Diplospora_dubia,Diplospora,Rubiaceae,136.9047619,36.6258,2
Woodwardia_japonica,Woodwardia,Blechnaceae,35.71428571,41.97433333,3
Fissistigma_oldhamii,Fissistigma,Annonaceae,147.3214286,23.33035484,2
Michelia_odora,Michelia,Magnoliaceae,325.8928571,20.0001,1
Angiopteris_fokiensis,Angiopteris,Marattiaceae,80.35714286,46.7832,3
Lygodium_japonicum,Lygodium,Lygodiaceae,118.3035714,31.96085,3
NA,NA,NA,144.3452381,26.1911,3
Dryopteris_lepidopoda,Dryopteris,Dryopteridaceae,29.76190476,47.47805263,3
Sloanea_sinensis,Sloanea,Elaeocarpaceae,255.952381,20.36878571,1
gymnanthera_gymnanthera,gymnanthera,Theaceae,126.4880952,18.37525,2
Ilex_elmerrilliana,Ilex,Aquifoliaceae,279.7619048,19.5884,2
Elaeocarpus_chinensis,Elaeocarpus,Elaeocarpaceae,278.2738095,22.51233333,1
Rubus_irenaeus,Rubus,Rosaceae,252.9761905,21.5254,2
Loropetalum_chinense,Loropetalum,Hamamelidaceae,251.4880952,23.25028571,2
NA,NA,NA,35.71428571,29.61071429,3
Michelia_foveolata,Michelia,Magnoliaceae,303.5714286,25.89576667,1
Pteridium_aquilinum,Pteridium,Dennstaedtiaceae,90.77380952,35.61394444,3
Diospyros_lotus,Diospyros,Ebenaceae,287.202381,23.29025,1
Rubus_rosifolius,Rubus,Rosaceae,318.452381,21.31,2
Chloranthus_henryi,Chloranthus,Chloranthaceae,61.01190476,52.14415789,3
Nyssa_sinensis,Nyssa,Cornales,144.3452381,29.0523,1
Michelia_chapensis,Michelia,Magnoliaceae,370.5357143,27.7678,1
Strobilanthes_dimorphotricha,Strobilanthes,Acanthaceae,186.0119048,30.44026667,3
Camellia_salicifolia,Camellia,Theaceae,119.047619,36.26933333,2
Solanum_nigrum,Solanum,Solanaceae,114.5833333,24.18606667,3
Elatostema_involucratum,Elatostema,Urticaceae,60.71428571,29.12035714,3
Sambucus_javanica,Sambucus,Caprifoliaceae,78.86904762,36.23782759,3
Rhododendron_latoucheae,Rhododendron,Ericaceae,174.1071429,28.10538889,2
Lasianthus_fordii,Lasianthus,Rubiaceae,242.5595238,25.34223333,2
Castanopsis_fabri,Castanopsis,Fagaceae,8.928571429,29.39,1
Diospyros_morrisiana,Diospyros,Ebenaceae,186.0119048,29.45613333,1
Photinia_bodinieri,Photinia,Rosaceae,238.0952381,14.847375,1
Parthenocissus_laetevirens,Parthenocissus,Vitaceae,163.6904762,26.6594,3
Pteracanthus_cusia,Pteracanthus,Acanthaceae,96.72619048,41.99171429,3
Pinus_massoniana,Pinus,Pinaceae,78.86904762,28.651,1
Ophiopogon_japonicus,Ophiopogon,Liliaceae,116.0714286,27.20481818,3
Phyllostachys_edulis,Phyllostachys,Poaceae,464.2857143,13.72643333,3
Symplocos_congesta,Symplocos,Symplocaceae,174.1071429,23.13255556,2
Myrsine_seguinii,Myrsine,Primulaceae,122.0238095,27.9205,2
Schima_superba,Schima,Theaceae,312.5,26.8777,1
Toxicodendron_succedaneum,Toxicodendron,Anacardiaceae,324.4047619,20.63231034,2
Akebia_quinata,Akebia,Lardizabalaceae,174.1071429,23.60533333,3
Symplocos_pendula,Symplocos,Symplocaceae,130.952381,32.741,1
Choerospondias_axillaris,Choerospondias,Anacardiaceae,227.6785714,16.76556667,1
Alniphyllum_fortunei,Alniphyllum,Styracaceae,205.3571429,21.6696,1
Daphniphyllum_calycinum,Daphniphyllum,Daphniphyllaceae,177.0833333,21.49806667,2
Achyranthes_bidentata,Achyranthes,Amaranthaceae,147.3214286,20.81410345,3
