species,genus,family,stomatal density,Stomatal length/size,plant functional group/1-tree/2-shrub/3-herb
Tetradium_daniellii,Tetradium,Rutaceae,79.11936705,25.12356952,1
Syringa_oblata,Syringa,Oleaceae,175.4385965,24.95371267,2
Larix_gmelinii,Larix,Pinaceae,27.519779840000002,44.332535,1
Betula_dahurica,Betula,Betulaceae,96.31922945,24.9897413,1
Carpinus_turczaninowii,Carpinus,Betulaceae,206.3983488,17.169556,1
Dendranthema_chanetii,Dendranthema,Asterales,61.91950464,26.526654,3
Juglans_mandshurica,Juglans,Juglandaceae,86.6873065,22.92666882,1
Aegopodium_latifolium,Aegopodium,Apiaceae,81.63053417,20.9350045,3
Lonicera_chrysantha,Lonicera,Caprifoliaceae,46.49742002,29.701388,2
Viola_acuminata,Viola,Violaceae,137.5988992,22.03467042,3
Viburnum_sargentii,Viburnum,Adoxaceae,103.1991744,17.48702292,2
Abelia_biflora,Abelia,Caprifoliaceae,254.5579635,22.06279133,2
Salix_caprea,Salix,Salicaceae,61.91950464,43.807095,2
Forsythia_suspensa,Forsythia,Oleaceae,85.9497764,30.52039567,2
Quercus_mongolica,Quercus,Fagaceae,1104.231166,23.79018867,1
Corylus_sieboldiana,Corylus,Betulaceae,47.90643275,31.49202885,2
Corylus_heterophylla,Corylus,Betulaceae,196.0784314,20.81783233,2
Spiraea_trilobata,Spiraea,Rosaceae,227.0381837,14.577469,2
Picea_wilsonii,Picea,Pinaceae,35.06019952,45.218288,1
Syringa_pubescens,Syringa,Oleaceae,128.2201582,25.58979625,2
Rubus_crataegifolius,Rubus,Rosaceae,374.9570003,15.87094133,2
Rhamnus_davurica,Rhamnus,Rhamnaceae,110.0791194,15.95637833,2
Rhododendron_micranthum,Rhododendron,Ericaceae,168.5586515,23.680661,2
Weigela_florida,Weigela,Caprifoliaceae,106.6391469,26.99330636,2
Acer_truncatum,Acer,Sapindaceae,268.3178535,21.063646,1
Tilia_mongolica,Tilia,Malvaceae,165.1186791,31.66376577,1
Populus_tremula,Populus,Salicaceae,199.5184039,21.28817333,1
Galium_boreale,Galium,Rubiaceae,137.5988992,24.2343364,3
Pinus_tabuliformis,Pinus,Pinaceae,53.54248366,39.79582762,1
Deutzia_parviflora,Deutzia,Hydrangeaceae,74.67767458,28.365654,2
Rhamnus_bungeana,Rhamnus,Rhamnaceae,154.7987616,19.29368862,2
Schizopepon_bryoniifolius,Schizopepon,Cucurbitaceae,171.998624,20.4464112,3
Catolobus_pendulus,Catolobus,Brassicaceae,216.7182663,17.05754,3
Betula_platyphylla,Betula,Betulaceae,201.7199831,28.05335034,1
Galium_bungei,Galium,Rubiaceae,106.6391469,22.69151238,3
Fraxinus_chinensis,Fraxinus,Oleaceae,NA,NA,1
Sorbus_aucuparia,Sorbus,Rosaceae,NA,NA,1
Acer_pictum,Acer,Sapindaceae,NA,NA,1
Betula_costata,Betula,Betulaceae,NA,NA,1
Trillium_camschatcense,Trillium,Melanthiaceae,28.89576883,71.00873,3
Cardamine_leucantha,Cardamine,Brassicaceae,275.1977984,15.44241483,3
Sanicula_chinensis,Sanicula,Apiaceae,165.1186791,22.5831769,3
Acer_mandshuricum,Acer,Sapindaceae,1021.671827,19.97777767,1
Syringa_reticulata,Syringa,Oleaceae,141.0388717,23.46987586,1
Viola_variegata,Viola,Violaceae,75.67939456,21.76054947,3
Aconitum_kusnezoffii,Aconitum,Ranunculaceae,72.23942208,34.32481188,3
Prunus_cerasifera,Prunus,Rosaceae,681.1145511,23.00124633,1
Dioscorea_nipponica,Dioscorea,Dioscoreaceae,240.7980736,20.56898667,3
Dryopteris_crassirhizoma,Dryopteris,Dryopteridaceae,65.35947712,42.49407556,3
Acer_barbinerve,Acer,Sapindaceae,264.877881,18.10180167,1
Euonymus_cornutus,Euonymus,Celastraceae,275.1977984,26.14851552,2
Eleutherococcus_senticosus,Eleutherococcus,Araliaceae,110.0791194,23.51770556,2
Deparia_coreana,Deparia,Athyriaceae,58.47953216,54.48238875,3
Actaea_simplex,Actaea,Ranunculaceae,19.72617819,46.6782125,3
NA,NA,NA,32.40729274,49.19956316,2
Philadelphus_schrenkii,Philadelphus,Hydrangeaceae,147.9188166,34.45129087,2
Deutzia_parviflora,Deutzia,Hydrangeaceae,41.27966976,32.58154556,2
Lilium_distichum,Lilium,Liliaceae,30.99828001,69.68466444,3
Enemion_raddeanum,Enemion,Ranunculaceae,68.7994496,26.71675,3
Aegopodium_alpestre,Aegopodium,Apiaceae,116.9590643,22.56481333,3
Arisaema_amurense,Arisaema,Araceae,58.47953216,33.9566975,3
Aconitum_alboviolaceum,Aconitum,Ranunculaceae,44.71964224,34.154815,3
Betula_costata,Betula,Betulaceae,257.997936,20.582218,1
Lonicera_chrysantha,Lonicera,Caprifoliaceae,134.1589267,22.661405,2
Pinus_koraiensis,Pinus,Pinaceae,158.2387341,41.15341704,1
Acer_caudatum,Acer,Sapindaceae,244.2380461,21.66193233,1
Phellodendron_amurense,Phellodendron,Rutaceae,85.99931201,30.47546286,1
Populus_suaveolens,Populus,Salicaceae,392.1568627,23.86370467,1
Juglans_mandshurica,Juglans,Juglandaceae,326.7973856,25.91192167,1
Athyrium_multidentatum,Athyrium,Athyriaceae,72.23942208,42.13496333,3
Actinidia_kolomikta,Actinidia,Actinidiaceae,189.1984864,21.12284233,3
Chrysosplenium_alternifolium,Chrysosplenium,Saxifragaceae,66.22359821,21.85486667,3
Carex_siderosticta,Carex,Cyperaceae,22.54420365,58.05887077,3
Sambucus_williamsii,Sambucus,Adoxaceae,74.67767458,35.23348276,2
Phryma_leptostachya,Phryma,Phrymaceae,41.27966976,23.78668545,3
Actinostemma_tenerum,Actinostemma,Cucurbitaceae,85.99931201,17.88214455,3
Linnaea_borealis,Linnaea,Caprifoliaceae,16.90815273,31.29526583,2
Euonymus_verrucosus,Euonymus,Celastraceae,330.2373581,15.32284267,2
Ulmus_laciniata,Ulmus,Ulmaceae,701.754386,27.58517067,1
Aralia_chinensis,Aralia,Araliaceae,209.8383213,20.02610867,2
Brachybotrys_paridiformis,Brachybotrys,Boraginaceae,113.5190918,16.404595,3
Actaea_asiatica,Actaea,Ranunculaceae,11.27210182,46.19212143,3
Caulophyllum_robustum,Caulophyllum,Berberidaceae,58.47953216,29.68414143,3
Quercus_mongolica,Quercus,Fagaceae,598.5552116,26.979009,1
Corylus_sieboldiana,Corylus,Betulaceae,96.31922945,19.0134987,2
Polygonatum_inflatum,Polygonatum,Asparagaceae,45.40763674,21.18759091,3
Stellaria_media,Stellaria,Caryophyllaceae,61.99656003,29.47085429,3
Himalaiella_deltoidea,Himalaiella,Asterales,76.08668731,25.98870733,3
Hylomecon_japonica,Hylomecon,Papaveraceae,47.90643275,37.81733214,3
Milium_effusum,Milium,Poaceae,34.3997248,28.51190833,3
Chrysosplenium_flagelliferum,Chrysosplenium,Saxifragaceae,82.55933953,23.54146381,3
Carex_pilosa,Carex,Cyperaceae,73.26866185,37.91459536,3
Acer_tegmentosum,Acer,Sapindaceae,257.997936,26.26348833,1
Vitis_amurensis,Vitis,Vitaceae,51.5995872,21.72486143,3
Acer_pictum,Acer,Sapindaceae,381.8369453,20.25719133,1
Cypripedium_guttatum,Cypripedium,Orchidaceae,76.08668731,43.87059833,3
Abies_holophylla,Abies,Pinaceae,12.68111455,26.326255,1
Carpinus_cordata,Carpinus,Betulaceae,292.3976608,14.76342167,1
Actinidia_arguta,Actinidia,Actinidiaceae,165.1186791,26.28953586,3
Viola_selkirkii,Viola,Violaceae,99.75920193,17.5697996,3
Fraxinus_mandshurica,Fraxinus,Oleaceae,608.875129,23.529873,1
Impatiens_noli-tangere,Impatiens,Balsaminaceae,137.5988992,13.963906,3
NA,NA,NA,110.0791194,18.84741615,3
Schisandra_chinensis,Schisandra,Schisandraceae,57.76952184,60.26927414,3
Maianthemum_bifolium,Maianthemum,Asparagaceae,68.7994496,23.027306,3
Polystichum_tripteron,Polystichum,Dryopteridaceae,30.99828001,48.1315345,3
Cornopteris_crenulatoserrulata,Cornopteris,Athyriaceae,27.519779840000002,24.27317875,3
Meehania_urticifolia,Meehania,Lamiaceae,202.9583763,13.81671867,3
Heracleum_moellendorffii,Heracleum,Apiaceae,378.3969728,17.91689067,3
Angelica_anomala,Angelica,Apiaceae,110.0791194,20.0567383,3
Thalictrum_squarrosum,Thalictrum,Ranunculaceae,NA,NA,3
Isodon_excisus,Isodon,Lamiaceae,165.1186791,15.01755667,3
Campanula_punctata,Campanula,Campanulaceae,80.31372549,27.391378,3
Adiantum_pedatum,Adiantum,Pteridaceae,55.039559680000004,29.07192688,3
Laportea_bulbifera,Laportea,Urticaceae,113.5190918,15.56852481,3
Tilia_amurensis,Tilia,Malvaceae,147.9188166,17.05992724,1
Artemisia_keiskeana,Artemisia,Asteraceae,110.1190476,28.6473,3
Cardamine_leucantha,Cardamine,Brassicaceae,276.7857143,13.68886667,3
Padus_maackii,Padus,Rosaceae,377.9761905,18.77673333,1
Syringa_reticulata,Syringa,Oleaceae,162.202381,20.9893,1
Saussurea_variiloba,Saussurea,Asteraceae,62.5,34.36285714,3
Dioscorea_nipponica,Dioscorea,Dioscoreaceae,188.9880952,13.94283333,3
Eleutherococcus_senticosus,Eleutherococcus,Araliaceae,111.6071429,19.9652,3
Dryopteris_crassirhizoma,Dryopteris,Dryopteridaceae,55.05952381,42.482523810000004,3
Calystegia_hederacea,Calystegia,Convolvulaceae,136.9047619,38.84993333,3
Salix_raddeana,Salix,Salicaceae,25.29761905,34.54814286,1
Carex_physodes,Carex,Cyperaceae,127.9761905,41.2574,3
Bupleurum_longiradiatum,Bupleurum,Apiaceae,180.0595238,18.01533333,3
Pimpinella_brachycarpa,Pimpinella,Apiaceae,90.77380952,19.8753,3
Berberis_ferdinandi-coburgii,Berberis,Berberidaceae,110.1190476,26.80523333,2
Ribes_mandshuricum,Ribes,Grossulariaceae,183.0357143,26.05333333,3
Lunathyrium_pycnosorum,Lunathyrium,Polypodiales,55.05952381,44.3528125,3
Philadelphus_schrenkii,Philadelphus,Hydrangeaceae,187.5,30.31396667,2
Fragaria_orientalis,Fragaria,Rosaceae,132.4404762,18.56611538,3
Anthriscus_sylvestris,Anthriscus,Apiaceae,114.5833333,33.31936667,3
Salix_rorida,Salix,Salicaceae,175.5952381,13.75225,1
Saussurea_japonica,Saussurea,Asteraceae,529.7619048,18.70683333,3
Prenanthes_tatarinowii,Prenanthes,Asteraceae,217.2619048,25.7905,3
Achillea_alpina,Achillea,Asteraceae,529.7619048,21.75646667,3
Actinidia_kolomikta,Actinidia,Actinidiaceae,232.1428571,23.48443333,3
Vicia_cracca,Vicia,Fabaceae,132.4404762,30.70796667,3
Hylomecon_japonica,Hylomecon,Papaveraceae,101.1904762,29.20656667,3
Adenocaulon_himalaicum,Adenocaulon,Asteraceae,130.952381,29.75373333,3
Juglans_mandshurica,Juglans,Juglandaceae,327.3809524,26.85253333,1
Angelica_amurensis,Angelica,Apiaceae,181.547619,25.1369,3
Athyrium_brevifrons,Athyrium,Polypodiales,51.02040816,47.1421,3
Polemonium_caeruleum,Polemonium,Polemoniaceae,90.77380952,28.5199,3
Phellodendron_amurense,Phellodendron,Rutaceae,172.6190476,27.1599,1
Melilotus_officinalis,Melilotus,Fabaceae,47.61904762,25.88469231,3
Lonicera_chrysantha,Lonicera,Caprifoliaceae,188.9880952,29.04846667,2
Lysimachia_davurica,Lysimachia,Primulaceae,302.0833333,17.2916,3
Enemion_raddeanum,Enemion,Ranunculaceae,23.80952381,29.4492,3
Lychnis_fulgens,Lychnis,Caryophyllaceae,102.6785714,35.4811,3
Sambucus_williamsii,Sambucus,Caprifoliaceae,139.8809524,43.79633333,2
Tilia_mandshurica,Tilia,Malvaceae,139.8809524,27.55753333,1
Rubus_sachalinensis,Rubus,Rosaceae,113.0952381,29.11343333,2
Ledum_palustre,Ledum,Ericaceae,87.79761905,25.28033333,2
Aconitum_sczukinii,Aconitum,Ranunculaceae,87.79761905,28.22436667,3
Potentilla_cryptotaeniae,Potentilla,Rosaceae,549.1071429,15.7955,3
Caulophyllum_robustum,Caulophyllum,Berberidaceae,65.47619048,35.13271429,3
Hosta_ventricosa,Hosta,Liliaceae,63.98809524,46.77814286,3
Aralia_elata,Aralia,Araliaceae,166.6666667,25.99053333,2
Euphorbia_lucorum,Euphorbia,Euphorbiaceae,63.98809524,23.51581481,3
Rubia_cordifolia,Rubia,Rubiaceae,55.05952381,32.45024138,3
Convallaria_majalis,Convallaria,Liliaceae,33.48214286,36.481875,3
Euonymus_verrucosus,Euonymus,Celastraceae,180.0595238,18.83767742,2
Chamerion_angustifolium,Chamerion,Onagraceae,357.1428571,15.1121,3
Aquilegia_viridiflora,Aquilegia,Ranunculaceae,138.3928571,20.919,3
Phragmites_australis,Phragmites,Poaceae,151.7857143,23.2128,3
Poa_annua,Poa,Poaceae,14.88095238,24.942,3
Astilbe_chinensis,Astilbe,Saxifragaceae,176.7857143,19.60446667,3
Caltha_palustris,Caltha,Ranunculaceae,72.91666667,41.0898,3
Chrysosplenium_flagelliferum,Chrysosplenium,Saxifragaceae,147.3214286,25.8276,3
Polygonatum_inflatum,Polygonatum,Liliaceae,50.5952381,26.01422222,3
Corylus_mandshurica,Corylus,Betulaceae,86.30952381,22.06193333,2
Meehania_urticifolia,Meehania,Lamiaceae,157.7380952,19.2927,3
Allium_victorialis,Allium,Liliaceae,55.35714286,40.34028571,3
Arctium_lappa,Arctium,Asteraceae,257.4404762,23.60476667,3
Inula_britannica,Inula,Asteraceae,239.5833333,26.30703333,3
Acer_tegmentosum,Acer,Sapindaceae,309.5238095,30.6741,1
Acer_pictum,Acer,Sapindaceae,386.9047619,19.42796667,1
Rosa_davurica,Rosa,Rosaceae,334.8214286,19.0018,2
Malus_baccata,Malus,Rosaceae,110.8630952,29.60752941,1
Albizia_kalkora,Albizia,Fabaceae,147.3214286,25.25665517,1
Parasenecio_hastatus,Parasenecio,Asteraceae,101.1904762,46.24916667,3
Brachybotrys_paridiformis,Brachybotrys,Boraginaceae,142.8571429,22.28703333,3
Populus_davidiana,Populus,Salicaceae,202.3809524,24.34406667,1
Rubus_crataegifolius,Rubus,Rosaceae,433.0357143,21.96853333,2
Paeonia_lactiflora,Paeonia,Paeoniaceae,52.08333333,50.62688889,3
NA,NA,NA,65.47619048,47.02786667,3
Spiraea_chamaedryfolia,Spiraea,Rosaceae,175.5952381,20.26066667,2
Fraxinus_mandshurica,Fraxinus,Oleaceae,375,22.99753333,1
Amygdalus_davidiana,Amygdalus,Rosaceae,28.27380952,25.68576471,1
NA,NA,NA,421.1309524,17.7164,2
Phryma_leptostachya,Phryma,Lamiaceae,235.1190476,23.68643333,3
Vicia_unijuga,Vicia,Fabaceae,139.8809524,26.39883333,3
Isodon_excisus,Isodon,Lamiaceae,250,28.83863333,3
Filipendula_palmata,Filipendula,Rosaceae,90.77380952,27.15811538,3
Saussurea_ussuriensis,Saussurea,Asteraceae,55.05952381,25.6355,3
Heracleum_moellendorffii,Heracleum,Apiaceae,166.6666667,24.89786667,3
Urtica_angustifolia,Urtica,Urticaceae,92.26190476,22.43816667,3
Thalictrum_foetidum,Thalictrum,Ranunculaceae,162.202381,27.52186667,3
Lamium_barbatum,Lamium,Lamiaceae,199.4047619,21.65866667,3
Artemisia_capillaris,Artemisia,Asteraceae,96.42857143,37.11176923,3
Oenothera_biennis,Oenothera,Onagraceae,248.5119048,22.72577419,3
Ribes_komarovii,Ribes,Grossulariaceae,126.4880952,30.16436667,2
Tilia_amurensis,Tilia,Malvaceae,116.0714286,24.94476667,1
Sanicula_rubriflora,Sanicula,Apiaceae,147.3214286,22.19703448,3
NA,NA,NA,148.8095238,19.49813333,3
Glochidion_wrightii,Glochidion,Euphorbiaceae,120.5357143,16.93437931,2
Syzygium_levinei,Syzygium,Myrtaceae,404.7619048,17.31868966,1
Fissistigma_glaucescens,Fissistigma,Annonaceae,66.96428571,21.1448,2
Tarenna_mollissima,Tarenna,Rubiaceae,133.9285714,28.0195,2
Gironniera_subaequalis,Gironniera,Ulmaceae,142.8571429,23.15396667,1
Ficus_vasculosa,Ficus,Moraceae,211.3095238,23.47246667,1
Castanopsis_fabri,Castanopsis,Fagaceae,373.5119048,22.9892,1
Mucuna_birdwoodiana,Mucuna,Fabaceae,123.5119048,19.55006667,3
Meliosma_rigida,Meliosma,Sabiaceae,126.4880952,25.83066667,1
Cyclobalanopsis_hui,Cyclobalanopsis,Fagaceae,523.8095238,19.5432,1
Ficus_variolosa,Ficus,Moraceae,196.4285714,17.86043333,2
Litsea_rotundifolia,Litsea,Lauraceae,174.1071429,30.45146667,2
Rhaphiolepis_indica,Rhaphiolepis,Rosaceae,250,22.76953333,2
Zanthoxylum_myriacanthum,Zanthoxylum,Rutaceae,193.452381,35.2371,1
Bridelia_retusa,Bridelia,Euphorbiaceae,68.45238095,15.98262963,1
Podocarpus_neriifolius,Podocarpus,Podocarpaceae,92.26190476,35.85023333,1
Lophatherum_gracile,Lophatherum,Poaceae,52.08333333,42.197857140000004,3
Melastoma_dodecandrum,Melastoma,Melastomataceae,452.3809524,12.85748276,2
Erycibe_obtusifolia,Erycibe,Convolvulaceae,44.64285714,41.24915385,3
Syringa_oblata,Syringa,Oleaceae,32.73809524,16.75690909,2
Lindera_chunii,Lindera,Lauraceae,110.1190476,16.95971429,2
Albizia_turgida,Albizia,Fabaceae,284.2261905,19.94183333,1
Macaranga_sampsonii,Macaranga,Euphorbiaceae,133.9285714,14.02882759,1
Alpinia_katsumadai,Alpinia,Zingiberaceae,116.0714286,24.56458824,3
Machilus_breviflora,Machilus,Lauraceae,194.9404762,18.34247368,1
Ficus_hispida,Ficus,Moraceae,355.6547619,13.38633333,1
Pteris_cretica,Pteris,Pteridaceae,76.53061224,32.09494444,3
Scleria_elata,Scleria,Cyperaceae,13.39285714,26.22433333,3
Erythrophleum_fordii,Erythrophleum,Fabaceae,407.7380952,19.442,1
Broussonetia_papyrifera,Broussonetia,Moraceae,419.6428571,12.67384615,1
Diplospora_dubia,Diplospora,Rubiaceae,308.0357143,35.52246667,2
Zanthoxylum_armatum,Zanthoxylum,Rutaceae,212.797619,23.5566,2
Memecylon_ligustrifolium,Memecylon,Melastomataceae,165.1785714,9.56524,2
Pittosporum_glabratum,Pittosporum,Pittosporaceae,236.6071429,27.5748,1
Ormosia_glaberrima,Ormosia,Fabaceae,175.5952381,20.09683333,1
Symplocos_lancifolia,Symplocos,Symplocaceae,293.1547619,21.11282759,1
Aidia_canthioides,Aidia,Rubiaceae,331.8452381,32.1562,1
Machilus_kwangtungensis,Machilus,Lauraceae,242.5595238,18.78474074,1
Lindera_kwangtungensis,Lindera,Lauraceae,199.4047619,22.99359375,1
Clerodendrum_fortunatum,Clerodendrum,Verbenaceae,279.7619048,18.6966129,2
Cinnamomum_japonicum,Cinnamomum,Lauraceae,123.5119048,17.63961905,1
Adenanthera_microsperma,Adenanthera,Fabaceae,321.4285714,18.72635714,1
Lygodium_japonicum,Lygodium,Lygodiaceae,306.547619,25.73583333,3
Alocasia_odora,Alocasia,Araceae,114.5833333,22.13903333,3
Mischocarpus_pentapetalus,Mischocarpus,Sapindaceae,587.797619,20.17783333,1
Eurya_macartneyi,Eurya,Theaceae,178.5714286,10.5102069,2
Breynia_fruticosa,Breynia,Euphorbiaceae,263.3928571,20.27213333,2
Alsophila_podophylla,Alsophila,Cyatheaceae,150.297619,33.44436667,3
Alchornea_trewioides,Alchornea,Euphorbiaceae,169.6428571,15.96795833,2
Syzygium_rehderianum,Syzygium,Myrtaceae,372.0238095,18.58406667,2
Craibiodendron_scleranthum,Craibiodendron,Ericaceae,497.0238095,25.2865,1
Pithecellobium_clypearia,Pithecellobium,Fabaceae,150.297619,13.5415,1
Cryptocarya_chinensis,Cryptocarya,Lauraceae,108.6309524,17.87847826,1
Piper_austrosinense,Piper,Piperaceae,80.35714286,31.08655172,3
Cyclosorus_parasiticus,Cyclosorus,Thelypteridaceae,101.1904762,38.88986667,3
Calamus_rhabdocladus,Calamus,Arecaceae,22.32142857,15.41357143,3
Caesalpinia_crista,Caesalpinia,Fabaceae,142.8571429,9.7836,3
Machilus_chinensis,Machilus,Lauraceae,184.5238095,14.72058065,1
Alpinia_oblongifolia,Alpinia,Zingiberaceae,90.77380952,31.87496667,3
Ficus_esquiroliana,Ficus,Moraceae,306.547619,15.7832,1
Engelhardia_roxburghiana,Engelhardia,Juglandaceae,424.1071429,23.49116667,1
Xanthophyllum_hainanense,Xanthophyllum,Polygalaceae,236.6071429,22.7398,1
Morinda_parvifolia,Morinda,Rubiaceae,607.1428571,16.17517857,3
Dendrotrophe_varians,Dendrotrophe,Santalaceae,250.8928571,24.46531111,3
Sterculia_lanceolata,Sterculia,Malvaceae,309.5238095,19.02706667,1
NA,NA,NA,366.0714286,19.41603333,1
Cibotium_barometz,Cibotium,Dicksoniaceae,34.22619048,26.194,3
Chrysophyllum_lanceolatum,Chrysophyllum,Sapotaceae,58.03571429,27.06647059,1
Psychotria_asiatica,Psychotria,Rubiaceae,160.7142857,29.304375,2
Conandron_ramondioides,Conandron,Gesneriaceae,23.80952381,32.66707692,3
Pithecellobium_lucidum,Pithecellobium,Fabaceae,531.25,18.55368966,2
Lindsaea_odorata,Lindsaea,Lindsaeaceae,96.72619048,49.37196429,3
Maesa_salicifolia,Maesa,Primulaceae,376.4880952,40.23993333,2
Pandanus_austrosinensis,Pandanus,Pandanaceae,157.7380952,22.24093333,3
Rhododendron_mariae,Rhododendron,Ericaceae,345.2380952,30.4358,2
Diospyros_morrisiana,Diospyros,Ebenaceae,211.3095238,29.0642,1
Ardisia_quinquegona,Ardisia,Primulaceae,96.72619048,40.88476667,2
Pinus_massoniana,Pinus,Pinaceae,68.45238095,32.6932069,1
Psychotria_serpens,Psychotria,Rubiaceae,47.61904762,31.096875,3
Ilex_pubescens,Ilex,Aquifoliaceae,247.0238095,22.66713333,2
Croton_lachnocarpus,Croton,Euphorbiaceae,388.3928571,19.77106667,2
Eurya_ciliata,Eurya,Theaceae,504.4642857,22.6913,2
Melastoma_sanguineum,Melastoma,Melastomataceae,401.7857143,14.93448276,2
Diospyros_strigosa,Diospyros,Ebenaceae,257.4404762,26.61206667,2
Casearia_velutina,Casearia,Salicaceae,397.3214286,20.25,1
Carex_cryptostachys,Carex,Cyperaceae,108.6309524,31.1689,3
Ilex_asprella,Ilex,Aquifoliaceae,206.8452381,36.91203333,2
Eurya_chinensis,Eurya,Theaceae,444.9404762,19.3183,2
Myrsine_seguinii,Myrsine,Primulaceae,203.8690476,28.89923333,2
Schima_superba,Schima,Theaceae,523.8095238,26.1438,1
Sphagneticola_calendulacea,Sphagneticola,Asteraceae,278.2738095,23.6131,3
NA,NA,NA,68.45238095,35.31427273,3
Syzygium_jambos,Syzygium,Myrtaceae,494.047619,27.1555,1
Ficus_vasculosa,Ficus,Moraceae,358.6309524,15.1595,1
Begonia_grandis,Begonia,Begoniaceae,34.22619048,38.54842857,3
Dracontomelon_duperreanum,Dracontomelon,Anacardiaceae,595.2380952,17.70317241,1
Machilus_velutina,Machilus,Lauraceae,32.14285714,17.41457143,1
Machilus_nanmu,Machilus,Lauraceae,250,17.1785,1
Ilex_triflora,Ilex,Aquifoliaceae,434.5238095,37.6975,2
Hemigramma_decurrens,Hemigramma,Dryopteridaceae,34.22619048,51.71384211,3
Litsea_cubeba,Litsea,Lauraceae,156.25,20.50534483,1
Trema_orientalis,Trema,Ulmaceae,343.75,19.9613,1
Vitex_quinata,Vitex,Verbenaceae,291.6666667,14.88806667,1
Euonymus_laxiflorus,Euonymus,Celastraceae,81.8452381,40.02816667,2
Itea_chinensis,Itea,Grossulariaceae,447.9166667,13.0584,2
Dioscorea_cirrhosa,Dioscorea,Dioscoreaceae,114.5833333,20.1098,3
NA,NA,NA,37.5,31.88125,3
Saurauia_tristyla,Saurauia,Actinidiaceae,86.30952381,14.69923529,2
NA,NA,NA,290.1785714,27.78046667,3
Ficus_fistulosa,Ficus,Moraceae,159.2261905,16.485,1
Rhodomyrtus_tomentosa,Rhodomyrtus,Myrtaceae,251.4880952,14.14126667,2
Photinia_prunifolia,Photinia,Rosaceae,260.4166667,13.82668966,1
Pygeum_topengii,Pygeum,Rosaceae,279.7619048,21.22996667,1
Bowringia_callicarpa,Bowringia,Fabaceae,223.2142857,20.68703226,2
Homalium_cochinchinense,Homalium,Salicaceae,248.5119048,13.36611111,1
Ficus_nervosa,Ficus,Moraceae,214.2857143,15.9715,1
Canarium_pimela,Canarium,Burseraceae,555.0595238,15.3005,1
Cayratia_japonica,Cayratia,Vitaceae,169.6428571,23.35776667,3
Blechnum_orientale,Blechnum,Blechnaceae,12.5,19.2426,3
Eremochloa_ciliaris,Eremochloa,Poaceae,92.26190476,40.92706667,3
Antidesma_bunius,Antidesma,Euphorbiaceae,123.5119048,16.46453333,2
Tetracera_sarmentosa,Tetracera,Dilleniaceae,217.2619048,30.36596667,3
Eurya_nitida,Eurya,Theaceae,367.5595238,16.92586667,2
Elaeocarpus_dubius,Elaeocarpus,Elaeocarpaceae,322.9166667,21.37486667,1
Syzygium_acuminatissimum,Syzygium,Myrtaceae,245.5357143,25.4459,1
Ligustrum_sinense,Ligustrum,Oleaceae,599.702381,18.84903333,2
Neolitsea_pulchella,Neolitsea,Lauraceae,107.1428571,17.51796,1
Artocarpus_styracifolius,Artocarpus,Moraceae,17.85714286,23.532,1
Leucaena_leucocephala,Leucaena,Fabaceae,19.64285714,19.843,2
Neolitsea_cambodiana,Neolitsea,Lauraceae,14.88095238,31.73411111,1
Rubus_fockeanus,Rubus,Rosaceae,351.1904762,21.72,2
Schefflera_heptaphylla,Schefflera,Araliaceae,230.6547619,22.55218519,2
Ardisia_lindleyana,Ardisia,Primulaceae,199.4047619,22.9135,2
Rhus_chinensis,Rhus,Anacardiaceae,23.21428571,19.2332,1
Averrhoa_carambola,Averrhoa,Oxalidaceae,226.1904762,13.9415,1
Melastoma_malabathricum,Melastoma,Melastomataceae,654.7619048,16.3786,2
Canthium_dicoccum,Canthium,Rubiaceae,498.5119048,26.1297,1
Caryota_maxima,Caryota,Arecaceae,84.82142857,46.90793333,1
Mussaenda_pubescens,Mussaenda,Rubiaceae,244.047619,19.4645,2
Aporosa_yunnanensis,Aporosa,Euphorbiaceae,291.6666667,19.01466667,1
Jasminum_pentaneurum,Jasminum,Oleaceae,157.7380952,28.41053333,2
Diplopterygium_chinensis,Diplopterygium,Gleicheniaceae,619.047619,21.5912,3
Carallia_brachiata,Carallia,Rhizophoraceae,202.3809524,22.7538,1
Syzygium_championii,Syzygium,Myrtaceae,534.2261905,16.66593333,2
Rhododendron_mariae,Rhododendron,Ericaceae,266.3690476,24.89873333,2
Bauhinia_blakeana,Bauhinia,Fabaceae,82.14285714,11.1154,1
Thysanolaena_latifolia,Thysanolaena,Poaceae,162.202381,19.36483333,3
Cardamine_leucantha,Cardamine,Brassicaceae,458.3333333,12.7815,3
Artemisia_sacrorum,Artemisia,Asteraceae,56.54761905,23.82607143,3
Cynanchum_bungei,Cynanchum,Apocynaceae,174.1071429,23.9854,3
Sorbus_discolor,Sorbus,Rosaceae,171.1309524,31.8036,1
Atractylodes_lancea,Atractylodes,Asteraceae,98.21428571,30.76453333,3
Phlomis_umbrosa,Phlomis,Lamiaceae,440.4761905,15.32836667,3
Melilotus_officinalis,Melilotus,Fabaceae,156.25,18.21733333,3
Aconitum_kusnezoffii,Aconitum,Ranunculaceae,65.47619048,38.27613333,3
Bupleurum_smithii,Bupleurum,Apiaceae,160.7142857,12.16223333,3
Potentilla_supina,Potentilla,Rosaceae,168.1547619,22.23186667,3
Padus_avium,Padus,Rosaceae,491.0714286,21.5961,1
Dioscorea_nipponica,Dioscorea,Dioscoreaceae,122.0238095,13.67163333,3
